date,diesel_driving,unleaded_100,unleaded_95,autogas
04-09-20,1.156,1.634,1.433,0.712
05-09-20,1.155,1.634,1.433,0.711
06-09-20,1.155,1.635,1.432,0.711
07-09-20,1.154,1.641,1.432,0.711
08-09-20,1.153,1.641,1.432,0.71
09-09-20,1.152,1.64,1.432,0.71
10-09-20,1.151,1.639,1.431,0.709
11-09-20,1.149,1.631,1.43,0.709
12-09-20,1.147,1.63,1.429,0.708
13-09-20,1.146,1.631,1.428,0.706
14-09-20,1.144,1.637,1.427,0.707
15-09-20,1.142,1.637,1.426,0.706
16-09-20,1.14,1.636,1.424,0.705
17-09-20,1.138,1.635,1.423,0.705
18-09-20,1.138,1.629,1.424,0.705
19-09-20,1.137,1.629,1.424,0.705
20-09-20,1.137,1.63,1.423,0.705
21-09-20,1.136,1.637,1.423,0.704
22-09-20,1.136,1.636,1.424,0.704
23-09-20,1.135,1.636,1.424,0.705
24-09-20,1.135,1.634,1.424,0.705
25-09-20,1.135,1.628,1.424,0.705
26-09-20,1.134,1.627,1.424,0.706
27-09-20,1.134,1.629,1.423,0.707
28-09-20,1.134,1.636,1.423,0.708
29-09-20,1.133,1.636,1.423,0.709
30-09-20,1.133,1.637,1.424,0.71
01-10-20,1.134,1.636,1.425,0.711
02-10-20,1.134,1.63,1.425,0.713
03-10-20,1.134,1.628,1.425,0.713
04-10-20,1.134,1.63,1.424,0.713
05-10-20,1.134,1.638,1.424,0.715
06-10-20,1.134,1.637,1.424,0.716
07-10-20,1.132,1.636,1.424,0.717
08-10-20,1.133,1.637,1.423,0.719
09-10-20,1.132,1.629,1.424,0.719
10-10-20,1.132,1.63,1.424,0.719
11-10-20,1.132,1.632,1.423,0.72
12-10-20,1.132,1.639,1.423,0.721
13-10-20,1.132,1.639,1.423,0.722
14-10-20,1.131,1.638,1.423,0.723
15-10-20,1.132,1.635,1.423,0.723
16-10-20,1.132,1.627,1.422,0.723
17-10-20,1.132,1.628,1.422,0.724
18-10-20,1.132,1.628,1.422,0.724
19-10-20,1.132,1.634,1.422,0.725
20-10-20,1.132,1.634,1.423,0.725
21-10-20,1.132,1.634,1.422,0.727
22-10-20,1.132,1.632,1.421,0.727
23-10-20,1.132,1.625,1.421,0.727
24-10-20,1.132,1.625,1.42,0.727
25-10-20,1.132,1.626,1.42,0.728
26-10-20,1.132,1.631,1.419,0.728
27-10-20,1.131,1.63,1.419,0.728
28-10-20,1.131,1.63,1.418,0.728
29-10-20,1.13,1.629,1.417,0.728
30-10-20,1.129,1.621,1.415,0.728
31-10-20,1.13,1.629,1.417,0.728
01-11-20,1.127,1.622,1.413,0.728
02-11-20,1.126,1.626,1.412,0.727
03-11-20,1.125,1.626,1.411,0.728
04-11-20,1.123,1.625,1.409,0.729
05-11-20,1.122,1.623,1.408,0.729
06-11-20,1.122,1.617,1.408,0.729
07-11-20,1.122,1.617,1.408,0.73
08-11-20,1.122,1.618,1.408,0.73
09-11-20,1.122,1.625,1.408,0.73
10-11-20,1.122,1.625,1.408,0.73
11-11-20,1.122,1.625,1.408,0.73
12-11-20,1.123,1.624,1.409,0.729
13-11-20,1.125,1.618,1.411,0.73
14-11-20,1.126,1.619,1.412,0.73
15-11-20,1.127,1.621,1.413,0.731
16-11-20,1.128,1.626,1.414,0.729
17-11-20,1.128,1.627,1.415,0.729
18-11-20,1.129,1.628,1.416,0.73
19-11-20,1.13,1.626,1.416,0.73
20-11-20,1.131,1.62,1.416,0.73
21-11-20,1.131,1.619,1.416,0.73
22-11-20,1.131,1.621,1.416,0.73
23-11-20,1.131,1.626,1.415,0.73
24-11-20,1.131,1.626,1.415,0.73
25-11-20,1.132,1.626,1.416,0.73
26-11-20,1.135,1.626,1.417,0.731
27-11-20,1.137,1.62,1.418,0.732
28-11-20,1.139,1.621,1.419,0.732
29-11-20,1.14,1.624,1.419,0.732
30-11-20,1.141,1.631,1.42,0.732
01-12-20,1.143,1.631,1.421,0.732
02-12-20,1.143,1.631,1.422,0.733
03-12-20,1.145,1.629,1.422,0.733
04-12-20,1.145,1.624,1.422,0.733
05-12-20,1.145,1.625,1.423,0.734
06-12-20,1.146,1.626,1.422,0.734
07-12-20,1.146,1.632,1.423,0.735
08-12-20,1.147,1.632,1.423,0.736
09-12-20,1.147,1.632,1.424,0.737
10-12-20,1.148,1.632,1.424,0.738
11-12-20,1.15,1.626,1.425,0.739
12-12-20,1.151,1.626,1.426,0.741
13-12-20,1.151,1.626,1.426,0.741
14-12-20,1.153,1.633,1.427,0.743
15-12-20,1.153,1.633,1.428,0.744
16-12-20,1.154,1.634,1.428,0.747
17-12-20,1.156,1.633,1.43,0.75
18-12-20,1.158,1.628,1.431,0.751
19-12-20,1.158,1.627,1.431,0.751
20-12-20,1.159,1.627,1.431,0.752
21-12-20,1.16,1.633,1.432,0.754
22-12-20,1.16,1.634,1.434,0.756
23-12-20,1.161,1.634,1.434,0.757
24-12-20,1.162,1.633,1.434,0.758
25-12-20,1.162,1.629,1.434,0.759
26-12-20,1.162,1.628,1.434,0.759
27-12-20,1.162,1.63,1.435,0.76
28-12-20,1.162,1.635,1.435,0.761
29-12-20,1.163,1.635,1.435,0.762
30-12-20,1.163,1.636,1.436,0.762
31-12-20,1.165,1.635,1.436,0.764
01-01-21,1.167,1.631,1.437,0.764
02-01-21,1.173,1.63,1.437,0.764
03-01-21,1.175,1.632,1.437,0.764
04-01-21,1.181,1.638,1.437,0.765
05-01-21,1.185,1.638,1.438,0.767
06-01-21,1.187,1.639,1.438,0.768
07-01-21,1.189,1.638,1.439,0.768
08-01-21,1.193,1.632,1.441,0.77
09-01-21,1.195,1.632,1.443,0.771
10-01-21,1.196,1.634,1.443,0.772
11-01-21,1.198,1.641,1.446,0.774
12-01-21,1.201,1.644,1.451,0.776
13-01-21,1.204,1.646,1.455,0.778
14-01-21,1.209,1.649,1.46,0.78
15-01-21,1.213,1.646,1.465,0.782
16-01-21,1.215,1.648,1.467,0.784
17-01-21,1.215,1.649,1.467,0.784
18-01-21,1.218,1.656,1.469,0.786
19-01-21,1.22,1.658,1.473,0.788
20-01-21,1.222,1.659,1.475,0.789
21-01-21,1.223,1.659,1.476,0.79
22-01-21,1.224,1.654,1.477,0.791
23-01-21,1.225,1.655,1.478,0.792
24-01-21,1.225,1.656,1.478,0.792
25-01-21,1.227,1.663,1.479,0.793
26-01-21,1.227,1.663,1.481,0.793
27-01-21,1.228,1.665,1.482,0.794
28-01-21,1.229,1.67,1.482,0.794
29-01-21,1.229,1.666,1.483,0.794
30-01-21,1.23,1.668,1.483,0.795
31-01-21,1.23,1.67,1.482,0.796
01-02-21,1.23,1.678,1.483,0.796
02-02-21,1.23,1.68,1.484,0.798
03-02-21,1.23,1.68,1.485,0.8
04-02-21,1.232,1.68,1.487,0.801
05-02-21,1.235,1.676,1.492,0.803
06-02-21,1.238,1.679,1.496,0.804
07-02-21,1.239,1.682,1.496,0.805
08-02-21,1.242,1.689,1.499,0.807
09-02-21,1.247,1.693,1.505,0.81
10-02-21,1.251,1.695,1.51,0.81
11-02-21,1.255,1.697,1.514,0.811
12-02-21,1.258,1.693,1.516,0.812
13-02-21,1.26,1.694,1.518,0.812
14-02-21,1.26,1.695,1.518,0.813
15-02-21,1.262,1.701,1.52,0.813
16-02-21,1.263,1.702,1.521,0.813
17-02-21,1.265,1.703,1.524,0.815
18-02-21,1.27,1.706,1.528,0.817
19-02-21,1.274,1.704,1.533,0.818
20-02-21,1.277,1.706,1.536,0.819
21-02-21,1.277,1.708,1.536,0.819
22-02-21,1.28,1.715,1.539,0.82
23-02-21,1.283,1.719,1.543,0.821
24-02-21,1.285,1.726,1.545,0.821
25-02-21,1.288,1.728,1.549,0.823
26-02-21,1.292,1.726,1.553,0.823
27-02-21,1.294,1.728,1.556,0.824
28-02-21,1.295,1.73,1.556,0.825
01-03-21,1.298,1.738,1.559,0.825
02-03-21,1.299,1.74,1.563,0.826
03-03-21,1.301,1.741,1.565,0.826
04-03-21,1.302,1.74,1.566,0.827
05-03-21,1.303,1.736,1.568,0.828
06-03-21,1.304,1.737,1.569,0.828
07-03-21,1.305,1.74,1.57,0.829
08-03-21,1.306,1.747,1.572,0.829
09-03-21,1.309,1.75,1.576,0.831
10-03-21,1.312,1.755,1.58,0.832
11-03-21,1.314,1.761,1.584,0.834
12-03-21,1.317,1.759,1.588,0.836
13-03-21,1.319,1.762,1.591,0.836
14-03-21,1.319,1.764,1.592,0.836
15-03-21,1.32,1.768,1.593,0.836
16-03-21,1.321,1.771,1.596,0.836
17-03-21,1.321,1.772,1.598,0.837
18-03-21,1.322,1.772,1.599,0.837
19-03-21,1.323,1.768,1.6,0.837
20-03-21,1.323,1.768,1.601,0.836
21-03-21,1.323,1.769,1.601,0.836
22-03-21,1.324,1.775,1.601,0.835
23-03-21,1.323,1.775,1.602,0.835
24-03-21,1.323,1.776,1.601,0.835
25-03-21,1.323,1.776,1.601,0.834
26-03-21,1.323,1.771,1.601,0.834
27-03-21,1.322,1.772,1.6,0.832
28-03-21,1.322,1.775,1.6,0.831
29-03-21,1.322,1.783,1.6,0.832
30-03-21,1.321,1.783,1.6,0.832
31-03-21,1.32,1.783,1.6,0.831
01-04-21,1.321,1.785,1.6,0.831
02-04-21,1.32,1.778,1.6,0.83
03-04-21,1.32,1.779,1.6,0.831
04-04-21,1.32,1.78,1.6,0.831
05-04-21,1.32,1.787,1.6,0.831
06-04-21,1.319,1.788,1.601,0.83
07-04-21,1.32,1.788,1.602,0.831
08-04-21,1.32,1.786,1.602,0.831
09-04-21,1.32,1.778,1.602,0.831
10-04-21,1.319,1.777,1.601,0.83
11-04-21,1.319,1.779,1.601,0.83
12-04-21,1.319,1.784,1.6,0.831
13-04-21,1.318,1.784,1.6,0.83
14-04-21,1.318,1.783,1.6,0.829
15-04-21,1.318,1.782,1.6,0.828
16-04-21,1.318,1.774,1.6,0.828
17-04-21,1.317,1.774,1.601,0.828
18-04-21,1.318,1.776,1.601,0.827
19-04-21,1.318,1.782,1.601,0.828
20-04-21,1.317,1.782,1.601,0.827
21-04-21,1.317,1.781,1.6,0.827
22-04-21,1.317,1.78,1.6,0.828
23-04-21,1.317,1.773,1.6,0.827
24-04-21,1.317,1.774,1.6,0.827
25-04-21,1.317,1.775,1.6,0.827
26-04-21,1.317,1.782,1.6,0.827
27-04-21,1.317,1.781,1.6,0.825
28-04-21,1.316,1.781,1.6,0.824
29-04-21,1.317,1.78,1.6,0.823
30-04-21,1.317,1.774,1.6,0.823
01-05-21,1.317,1.775,1.599,0.823
02-05-21,1.317,1.777,1.599,0.822
03-05-21,1.317,1.783,1.599,0.823
04-05-21,1.317,1.784,1.599,0.823
05-05-21,1.317,1.784,1.599,0.822
06-05-21,1.319,1.782,1.602,0.821
07-05-21,1.32,1.776,1.605,0.819
08-05-21,1.322,1.777,1.607,0.82
09-05-21,1.322,1.779,1.607,0.82
10-05-21,1.325,1.786,1.609,0.82
11-05-21,1.325,1.787,1.611,0.818
12-05-21,1.326,1.787,1.611,0.818
13-05-21,1.327,1.787,1.612,0.819
14-05-21,1.327,1.78,1.612,0.818
15-05-21,1.328,1.781,1.612,0.818
16-05-21,1.328,1.782,1.612,0.818
17-05-21,1.329,1.788,1.613,0.817
18-05-21,1.328,1.788,1.614,0.816
19-05-21,1.328,1.788,1.614,0.814
20-05-21,1.329,1.787,1.614,0.812
21-05-21,1.33,1.783,1.614,0.812
22-05-21,1.33,1.783,1.613,0.811
23-05-21,1.331,1.786,1.613,0.811
24-05-21,1.331,1.793,1.612,0.81
25-05-21,1.33,1.793,1.612,0.808
26-05-21,1.329,1.793,1.612,0.808
27-05-21,1.33,1.792,1.611,0.807
28-05-21,1.33,1.786,1.611,0.806
29-05-21,1.33,1.786,1.611,0.806
30-05-21,1.33,1.788,1.61,0.806
31-05-21,1.33,1.794,1.61,0.806
01-06-21,1.33,1.794,1.61,0.806
02-06-21,1.33,1.794,1.611,0.806
03-06-21,1.331,1.793,1.611,0.806
04-06-21,1.332,1.786,1.612,0.807
05-06-21,1.333,1.785,1.612,0.807
06-06-21,1.333,1.787,1.612,0.807
07-06-21,1.334,1.792,1.613,0.805
08-06-21,1.335,1.792,1.614,0.805
09-06-21,1.336,1.793,1.615,0.805
10-06-21,1.338,1.792,1.616,0.804
11-06-21,1.339,1.786,1.617,0.805
12-06-21,1.341,1.787,1.617,0.804
13-06-21,1.341,1.788,1.617,0.804
14-06-21,1.341,1.788,1.617,0.804
15-06-21,1.343,1.795,1.62,0.805
16-06-21,1.345,1.796,1.622,0.807
17-06-21,1.347,1.795,1.624,0.809
18-06-21,1.35,1.791,1.626,0.809
19-06-21,1.352,1.792,1.628,0.81
20-06-21,1.353,1.794,1.628,0.81
21-06-21,1.353,1.8,1.629,0.811
22-06-21,1.355,1.801,1.631,0.813
23-06-21,1.357,1.804,1.633,0.815
24-06-21,1.361,1.807,1.637,0.816
25-06-21,1.365,1.81,1.642,0.819
26-06-21,1.367,1.812,1.645,0.82
27-06-21,1.368,1.814,1.646,0.821
28-06-21,1.37,1.821,1.649,0.822
29-06-21,1.372,1.823,1.651,0.823
30-06-21,1.374,1.825,1.654,0.824
01-07-21,1.375,1.826,1.656,0.825
02-07-21,1.377,1.822,1.658,0.827
03-07-21,1.378,1.824,1.66,0.828
04-07-21,1.379,1.825,1.66,0.829
05-07-21,1.38,1.832,1.662,0.829
06-07-21,1.382,1.835,1.666,0.83
07-07-21,1.384,1.837,1.669,0.833
08-07-21,1.386,1.839,1.672,0.834
09-07-21,1.387,1.835,1.673,0.835
10-07-21,1.387,1.835,1.673,0.836
11-07-21,1.387,1.837,1.673,0.837
12-07-21,1.388,1.843,1.674,0.839
13-07-21,1.388,1.843,1.675,0.839
14-07-21,1.389,1.844,1.677,0.842
15-07-21,1.39,1.845,1.678,0.844
16-07-21,1.392,1.841,1.68,0.845
17-07-21,1.392,1.843,1.682,0.846
18-07-21,1.392,1.844,1.682,0.847
19-07-21,1.394,1.85,1.683,0.848
20-07-21,1.394,1.851,1.684,0.849
21-07-21,1.394,1.852,1.684,0.849
22-07-21,1.394,1.851,1.684,0.849
23-07-21,1.394,1.847,1.684,0.848
24-07-21,1.393,1.847,1.683,0.848
25-07-21,1.393,1.849,1.683,0.849
26-07-21,1.393,1.855,1.683,0.848
27-07-21,1.393,1.855,1.684,0.849
28-07-21,1.394,1.856,1.685,0.85
29-07-21,1.394,1.856,1.685,0.85
30-07-21,1.395,1.851,1.687,0.85
31-07-21,1.396,1.851,1.689,0.85
01-08-21,1.396,1.854,1.689,0.85
02-08-21,1.396,1.861,1.69,0.851
03-08-21,1.397,1.862,1.692,0.851
04-08-21,1.397,1.863,1.692,0.851
05-08-21,1.398,1.862,1.693,0.851
06-08-21,1.398,1.855,1.692,0.851
07-08-21,1.398,1.855,1.692,0.852
08-08-21,1.398,1.856,1.692,0.852
09-08-21,1.398,1.861,1.692,0.852
10-08-21,1.397,1.861,1.692,0.852
11-08-21,1.397,1.861,1.692,0.853
12-08-21,1.397,1.859,1.691,0.854
13-08-21,1.396,1.853,1.691,0.856
14-08-21,1.396,1.854,1.691,0.857
15-08-21,1.396,1.855,1.69,0.857
16-08-21,1.395,1.862,1.69,0.858
17-08-21,1.394,1.863,1.69,0.858
18-08-21,1.394,1.865,1.69,0.859
19-08-21,1.394,1.862,1.689,0.859
20-08-21,1.393,1.855,1.688,0.86
21-08-21,1.392,1.854,1.687,0.861
22-08-21,1.392,1.856,1.686,0.862
23-08-21,1.392,1.861,1.686,0.861
24-08-21,1.39,1.859,1.685,0.861
25-08-21,1.389,1.858,1.684,0.861
26-08-21,1.389,1.856,1.682,0.862
27-08-21,1.389,1.849,1.682,0.863
28-08-21,1.39,1.849,1.682,0.864
29-08-21,1.389,1.85,1.682,0.864
30-08-21,1.39,1.857,1.682,0.864
31-08-21,1.39,1.856,1.682,0.865
01-09-21,1.39,1.856,1.682,0.865
02-09-21,1.39,1.855,1.681,0.866
03-09-21,1.391,1.849,1.682,0.867
04-09-21,1.391,1.849,1.682,0.868
05-09-21,1.391,1.85,1.681,0.868
06-09-21,1.392,1.856,1.682,0.869
07-09-21,1.392,1.857,1.684,0.871
08-09-21,1.393,1.859,1.687,0.872
09-09-21,1.394,1.859,1.689,0.872
10-09-21,1.395,1.855,1.692,0.872
11-09-21,1.395,1.855,1.693,0.873
12-09-21,1.396,1.857,1.693,0.873
13-09-21,1.397,1.864,1.695,0.876
14-09-21,1.397,1.866,1.697,0.876
15-09-21,1.397,1.873,1.699,0.876
16-09-21,1.399,1.874,1.701,0.877
17-09-21,1.4,1.869,1.702,0.878
18-09-21,1.401,1.869,1.702,0.879
19-09-21,1.402,1.87,1.702,0.88
20-09-21,1.403,1.876,1.702,0.882
21-09-21,1.405,1.876,1.703,0.883
22-09-21,1.406,1.876,1.703,0.885
23-09-21,1.407,1.876,1.703,0.888
24-09-21,1.409,1.871,1.703,0.891
25-09-21,1.41,1.871,1.704,0.892
26-09-21,1.41,1.873,1.703,0.892
27-09-21,1.413,1.878,1.703,0.893
28-09-21,1.416,1.878,1.704,0.895
29-09-21,1.42,1.879,1.705,0.898
30-09-21,1.426,1.879,1.707,0.902
01-10-21,1.43,1.875,1.708,0.906
02-10-21,1.433,1.876,1.71,0.91
03-10-21,1.434,1.877,1.71,0.911
04-10-21,1.438,1.883,1.711,0.916
05-10-21,1.442,1.885,1.715,0.919
06-10-21,1.449,1.889,1.721,0.925
07-10-21,1.456,1.892,1.726,0.932
08-10-21,1.463,1.89,1.731,0.939
09-10-21,1.468,1.892,1.734,0.945
10-10-21,1.469,1.894,1.735,0.946
11-10-21,1.474,1.901,1.739,0.955
12-10-21,1.479,1.904,1.742,0.961
13-10-21,1.483,1.906,1.745,0.964
14-10-21,1.486,1.906,1.747,0.967
15-10-21,1.489,1.903,1.749,0.97
16-10-21,1.492,1.904,1.751,0.973
17-10-21,1.493,1.906,1.751,0.973
18-10-21,1.496,1.912,1.753,0.976
19-10-21,1.499,1.914,1.757,0.98
20-10-21,1.502,1.915,1.759,0.983
21-10-21,1.505,1.916,1.76,0.986
22-10-21,1.507,1.913,1.761,0.988
23-10-21,1.508,1.913,1.762,0.989
24-10-21,1.509,1.915,1.762,0.99
25-10-21,1.51,1.92,1.763,0.991
26-10-21,1.51,1.922,1.765,0.993
27-10-21,1.512,1.924,1.768,0.995
28-10-21,1.513,1.924,1.769,0.996
29-10-21,1.514,1.92,1.771,0.997
30-10-21,1.514,1.92,1.771,0.999
31-10-21,1.515,1.922,1.771,1.0
01-11-21,1.515,1.928,1.773,1.002
02-11-21,1.516,1.929,1.774,1.003
03-11-21,1.516,1.931,1.775,1.003
04-11-21,1.517,1.932,1.775,1.004
05-11-21,1.517,1.929,1.775,1.004
06-11-21,1.516,1.929,1.775,1.005
07-11-21,1.515,1.929,1.775,1.004
08-11-21,1.515,1.933,1.774,1.004
09-11-21,1.514,1.933,1.774,1.003
10-11-21,1.514,1.932,1.772,1.002
11-11-21,1.514,1.932,1.772,1.002
12-11-21,1.514,1.928,1.77,1.002
13-11-21,1.514,1.927,1.769,1.002
14-11-21,1.514,1.929,1.768,1.002
15-11-21,1.514,1.933,1.768,1.004
16-11-21,1.513,1.932,1.767,1.003
